TONS,MONTH,SEASON,QUARTER,TRIMESTER,GEAR,YEAR,AREA,WED,STATE
0.01,5,3,2,2,JIG,1996,650,1996-05-04T08:00:00Z,NA
0.11,11,5,4,3,HAL,1996,659,1996-11-16T09:00:00Z,NA
0,4,2,2,1,HAL,1996,659,1996-04-06T09:00:00Z,NA
0,7,3,3,2,HAL,1996,659,1996-07-13T08:00:00Z,NA
0.02,3,2,1,1,HAL,1996,630,1996-03-30T09:00:00Z,NA
0.42,10,4,4,3,HAL,1996,640,1996-10-19T08:00:00Z,NA
0.02,9,4,3,3,HAL,1996,640,1996-09-28T08:00:00Z,NA
0.01,10,4,4,3,HAL,1996,640,1996-10-19T08:00:00Z,NA
4.01,7,3,3,2,TRW,1996,610,1996-07-13T08:00:00Z,NA
0.14,1,1,1,1,HAL,1996,620,1996-01-20T09:00:00Z,NA
0.03,3,2,1,1,HAL,1996,649,1996-03-30T09:00:00Z,NA
0.04,3,2,1,1,HAL,1996,650,1996-03-02T09:00:00Z,NA
9.92,4,2,2,1,POT,1996,640,1996-04-06T09:00:00Z,NA
4.98,4,2,2,1,POT,1996,640,1996-04-20T08:00:00Z,NA
0.01,2,1,1,1,HAL,1996,649,1996-02-03T09:00:00Z,NA
0.37,4,2,2,1,HAL,1996,640,1996-04-20T08:00:00Z,NA
4758.23,3,2,1,1,TRW,1997,610,1997-03-01T09:00:00Z,NA
20.5,7,3,3,2,TRW,1997,620,1997-07-12T08:00:00Z,NA
125.27,3,2,1,1,TRW,1997,630,1997-03-22T09:00:00Z,NA
373.47,3,2,1,1,TRW,1997,630,1997-03-29T09:00:00Z,NA
50.15,10,4,4,3,TRW,1997,620,1997-10-18T08:00:00Z,NA
7.78,1,1,1,1,HAL,1997,650,1997-01-25T09:00:00Z,NA
605.33,1,1,1,1,HAL,1997,630,1997-01-25T09:00:00Z,NA
5.76,5,3,2,2,HAL,1997,630,1997-05-03T08:00:00Z,NA
0.3,3,2,1,1,POT,1997,630,1997-03-15T09:00:00Z,NA
3.97,6,3,2,2,HAL,1997,630,1997-06-28T08:00:00Z,NA
785.29,3,2,1,1,POT,1997,630,1997-03-08T09:00:00Z,NA
4.09,7,3,3,2,TRW,1997,610,1997-07-05T08:00:00Z,NA
8.15,5,3,2,2,HAL,1997,630,1997-05-17T08:00:00Z,NA
0,12,5,4,3,POT,1997,620,1997-12-06T09:00:00Z,NA
99.63,7,3,3,2,TRW,1997,630,1997-07-12T08:00:00Z,NA
40.95,2,1,1,1,TRW,1997,620,1997-02-01T09:00:00Z,NA
61.31,9,4,3,3,TRW,1997,620,1997-09-20T08:00:00Z,NA
6.7,6,3,2,2,TRW,1997,620,1997-06-14T08:00:00Z,NA
1,5,3,2,2,HAL,1997,650,1997-05-31T08:00:00Z,NA
12.69,9,4,3,3,TRW,1997,610,1997-09-13T08:00:00Z,NA
75.21,4,2,2,1,HAL,1997,630,1997-04-12T08:00:00Z,NA
91.2,1,1,1,1,POT,1997,620,1997-01-11T09:00:00Z,NA
0.51,8,3,3,2,HAL,1997,630,1997-08-09T08:00:00Z,NA
3.42,8,3,3,2,HAL,1997,630,1997-08-16T08:00:00Z,NA
3.79,9,4,3,3,HAL,1997,630,1997-09-06T08:00:00Z,NA
3.68,2,1,1,1,JIG,1997,630,1997-02-22T09:00:00Z,NA
12.53,1,1,1,1,POT,1997,630,1997-01-18T09:00:00Z,NA
435.71,1,1,1,1,HAL,1997,610,1997-01-25T09:00:00Z,NA
11.86,5,3,2,2,HAL,1997,659,1997-05-24T08:00:00Z,NA
0.99,1,1,1,1,HAL,1997,659,1997-01-04T09:00:00Z,NA
4.04,6,3,2,2,HAL,1997,659,1997-06-21T08:00:00Z,NA
0.77,8,3,3,2,HAL,1997,659,1997-08-16T08:00:00Z,NA
1.67,6,3,2,2,HAL,1997,630,1997-06-14T08:00:00Z,NA
1.2,7,3,3,2,HAL,1997,640,1997-07-05T08:00:00Z,NA
2.23,10,4,4,3,TRW,1997,640,1997-10-18T08:00:00Z,NA
0.02,11,5,4,3,TRW,1997,650,1997-11-29T09:00:00Z,NA
18.29,4,2,2,1,TRW,1997,620,1997-04-19T08:00:00Z,NA
0.79,5,3,2,2,HAL,1997,650,1997-05-03T08:00:00Z,NA
0.4,10,4,4,3,HAL,1997,650,1997-10-11T08:00:00Z,NA
0.69,2,1,1,1,HAL,1997,650,1997-02-08T09:00:00Z,NA
0.87,4,2,2,1,HAL,1997,650,1997-04-19T08:00:00Z,NA
4.45,11,5,4,3,HAL,1997,650,1997-11-22T09:00:00Z,NA
0.91,4,2,2,1,HAL,1997,630,1997-04-05T09:00:00Z,NA
0.01,9,4,3,3,HAL,1997,650,1997-09-27T08:00:00Z,NA
45.78,2,1,1,1,HAL,1997,630,1997-02-22T09:00:00Z,NA
7.68,3,2,1,1,HAL,1997,630,1997-03-22T09:00:00Z,NA
0.18,5,3,2,2,HAL,1997,649,1997-05-17T08:00:00Z,NA
0.48,11,5,4,3,HAL,1997,649,1997-11-22T09:00:00Z,NA
0.89,6,3,2,2,HAL,1997,610,1997-06-07T08:00:00Z,NA
79.79,3,2,1,1,POT,1997,610,1997-03-01T09:00:00Z,NA
0.03,3,2,1,1,POT,1997,610,1997-03-01T09:00:00Z,NA
87.79,2,1,1,1,POT,1997,610,1997-02-01T09:00:00Z,NA
0,3,2,1,1,POT,1997,610,1997-03-15T09:00:00Z,NA
94.41,8,3,3,2,TRW,1997,620,1997-08-02T08:00:00Z,NA
30.81,3,2,1,1,TRW,1997,610,1997-03-22T09:00:00Z,NA
3.37,4,2,2,1,TRW,1997,610,1997-04-26T08:00:00Z,NA
0.17,7,3,3,2,TRW,1997,650,1997-07-05T08:00:00Z,NA
8.55,11,5,4,3,POT,1997,610,1997-11-29T09:00:00Z,NA
7.1,12,5,4,3,HAL,1997,659,1997-12-13T09:00:00Z,NA
0.02,3,2,1,1,HAL,1997,659,1997-03-01T09:00:00Z,NA
5.61,5,3,2,2,HAL,1997,659,1997-05-24T08:00:00Z,NA
4.08,6,3,2,2,TRW,1997,620,1997-06-07T08:00:00Z,NA
0.25,2,1,1,1,HAL,1997,659,1997-02-08T09:00:00Z,NA
0.02,7,3,3,2,TRW,1997,640,1997-07-05T08:00:00Z,NA
0.32,10,4,4,3,HAL,1997,659,1997-10-11T08:00:00Z,NA
0.12,10,4,4,3,HAL,1997,659,1997-10-04T08:00:00Z,NA
0.82,7,3,3,2,TRW,1997,640,1997-07-05T08:00:00Z,NA
53.08,11,5,4,3,TRW,1997,630,1997-11-22T09:00:00Z,NA
2.69,11,5,4,3,TRW,1997,620,1997-11-08T09:00:00Z,NA
0.03,9,4,3,3,HAL,1997,630,1997-09-06T08:00:00Z,NA
58.32,10,4,4,3,TRW,1997,630,1997-10-25T08:00:00Z,NA
0.57,8,3,3,2,TRW,1997,640,1997-08-02T08:00:00Z,NA
271.39,2,1,1,1,POT,1997,620,1997-02-01T09:00:00Z,NA
13.02,2,1,1,1,HAL,1997,620,1997-02-15T09:00:00Z,NA
13.83,2,1,1,1,TRW,1997,620,1997-02-15T09:00:00Z,NA
0.88,12,5,4,3,HAL,1997,659,1997-12-20T09:00:00Z,NA
0.06,9,4,3,3,HAL,1997,620,1997-09-06T08:00:00Z,NA
0.01,8,3,3,2,JIG,1997,649,1997-08-16T08:00:00Z,NA
7.69,2,1,1,1,HAL,1997,649,1997-02-08T09:00:00Z,NA
1.71,11,5,4,3,JIG,1997,649,1997-11-01T09:00:00Z,NA
0.06,9,4,3,3,HAL,1997,659,1997-09-13T08:00:00Z,NA
1.17,9,4,3,3,TRW,1997,630,1997-09-13T08:00:00Z,NA
51.43,5,3,2,2,TRW,1997,630,1997-05-03T08:00:00Z,NA
23.51,8,3,3,2,TRW,1997,630,1997-08-09T08:00:00Z,NA
25.83,4,2,2,1,TRW,1997,620,1997-04-26T08:00:00Z,NA
0,7,3,3,2,POT,1997,610,1997-07-12T08:00:00Z,NA
0.62,8,3,3,2,HAL,1997,649,1997-08-02T08:00:00Z,NA
0,12,5,4,3,POT,1997,610,1997-12-13T09:00:00Z,NA
0,8,3,3,2,POT,1997,610,1997-08-16T08:00:00Z,NA
0,6,3,2,2,POT,1997,610,1997-06-14T08:00:00Z,NA
0.02,2,1,1,1,HAL,1997,650,1997-02-08T09:00:00Z,NA
0.58,9,4,3,3,HAL,1997,650,1997-09-20T08:00:00Z,NA
0.07,8,3,3,2,HAL,1997,659,1997-08-30T08:00:00Z,NA
0.03,4,2,2,1,TRW,1997,640,1997-04-19T08:00:00Z,NA
0.07,12,5,4,3,HAL,1997,659,1997-12-27T09:00:00Z,NA
5.63,11,5,4,3,POT,1997,649,1997-11-29T09:00:00Z,NA
0.01,9,4,3,3,HAL,1997,649,1997-09-06T08:00:00Z,NA
0,9,4,3,3,POT,1997,649,1997-09-20T08:00:00Z,NA
0.29,3,2,1,1,HAL,1997,649,1997-03-29T09:00:00Z,NA
9.61,1,1,1,1,POT,1997,649,1997-01-25T09:00:00Z,NA
0.09,4,2,2,1,HAL,1997,649,1997-04-05T09:00:00Z,NA
0.09,2,1,1,1,HAL,1997,649,1997-02-08T09:00:00Z,NA
0,9,4,3,3,POT,1997,649,1997-09-27T08:00:00Z,NA
425.15,7,3,3,2,TRW,1998,630,1998-07-18T08:00:00Z,NA
0.12,6,3,2,2,HAL,1998,640,1998-06-06T08:00:00Z,NA
484.31,7,3,3,2,TRW,1998,630,1998-07-11T08:00:00Z,NA
0.02,8,3,3,2,HAL,1998,659,1998-08-01T08:00:00Z,NA
8.64,1,1,1,1,HAL,1998,630,1998-01-31T09:00:00Z,NA
0,8,3,3,2,HAL,1998,659,1998-08-15T08:00:00Z,NA
7.23,10,4,4,3,HAL,1998,630,1998-10-10T08:00:00Z,NA
0.11,4,2,2,1,HAL,1998,659,1998-04-25T08:00:00Z,NA
2.06,1,1,1,1,HAL,1998,659,1998-01-10T09:00:00Z,NA
0.02,2,1,1,1,POT,1998,630,1998-02-07T09:00:00Z,NA
0.1,2,1,1,1,POT,1998,630,1998-02-14T09:00:00Z,NA
1.15,6,3,2,2,HAL,1998,610,1998-06-27T08:00:00Z,NA
0.89,8,3,3,2,HAL,1998,610,1998-08-15T08:00:00Z,NA
0.36,6,3,2,2,HAL,1998,650,1998-06-20T08:00:00Z,NA
9.63,4,2,2,1,HAL,1998,659,1998-04-11T08:00:00Z,NA
1.83,4,2,2,1,JIG,1998,649,1998-04-18T08:00:00Z,NA
2,3,2,1,1,HAL,1998,630,1998-03-07T09:00:00Z,NA
1.34,5,3,2,2,JIG,1998,649,1998-05-16T08:00:00Z,NA
0.55,10,4,4,3,HAL,1998,659,1998-10-17T08:00:00Z,NA
4.16,6,3,2,2,HAL,1998,610,1998-06-13T08:00:00Z,NA
3.56,8,3,3,2,HAL,1998,630,1998-08-22T08:00:00Z,NA
6.73,10,4,4,3,HAL,1998,650,1998-10-31T09:00:00Z,NA
0.08,5,3,2,2,HAL,1998,640,1998-05-02T08:00:00Z,NA
1.38,6,3,2,2,HAL,1998,659,1998-06-13T08:00:00Z,NA
19.42,10,4,4,3,TRW,1998,620,1998-10-03T08:00:00Z,NA
60.28,3,2,1,1,TRW,1998,620,1998-03-21T09:00:00Z,NA
4078.89,3,2,1,1,TRW,1998,630,1998-03-07T09:00:00Z,NA
0.77,11,5,4,3,HAL,1998,610,1998-11-21T09:00:00Z,NA
0.39,11,5,4,3,HAL,1998,620,1998-11-14T09:00:00Z,NA
1.96,11,5,4,3,HAL,1998,610,1998-11-14T09:00:00Z,NA
0.64,7,3,3,2,HAL,1998,620,1998-07-18T08:00:00Z,NA
1.34,3,2,1,1,JIG,1998,630,1998-03-07T09:00:00Z,NA
0.73,9,4,3,3,HAL,1998,649,1998-09-19T08:00:00Z,NA
0.5,9,4,3,3,JIG,1998,649,1998-09-05T08:00:00Z,NA
0.05,1,1,1,1,TRW,1998,649,1998-01-24T09:00:00Z,NA
69.12,2,1,1,1,TRW,1998,620,1998-02-07T09:00:00Z,NA
12.19,10,4,4,3,TRW,1998,620,1998-10-10T08:00:00Z,NA
0.64,12,5,4,3,HAL,1998,659,1998-12-12T09:00:00Z,NA
52.6,6,3,2,2,TRW,1998,620,1998-06-27T08:00:00Z,NA
0.65,6,3,2,2,HAL,1998,659,1998-06-20T08:00:00Z,NA
71.32,1,1,1,1,TRW,1998,620,1998-01-31T09:00:00Z,NA
3.17,3,2,1,1,HAL,1998,649,1998-03-21T09:00:00Z,NA
0.09,11,5,4,3,HAL,1998,649,1998-11-21T09:00:00Z,NA
0.61,10,4,4,3,HAL,1998,649,1998-10-24T08:00:00Z,NA
0.39,5,3,2,2,HAL,1998,649,1998-05-16T08:00:00Z,NA
0.2,10,4,4,3,HAL,1998,610,1998-10-10T08:00:00Z,NA
0.13,2,1,1,1,POT,1998,610,1998-02-07T09:00:00Z,NA
0.9,9,4,3,3,HAL,1998,610,1998-09-12T08:00:00Z,NA
64.46,3,2,1,1,POT,1998,610,1998-03-07T09:00:00Z,NA
2.41,9,4,3,3,TRW,1998,610,1998-09-05T08:00:00Z,NA
1.22,1,1,1,1,POT,1998,620,1998-01-24T09:00:00Z,NA
0.73,4,2,2,1,HAL,1998,650,1998-04-18T08:00:00Z,NA
2.89,3,2,1,1,HAL,1998,610,1998-03-07T09:00:00Z,NA
4.46,6,3,2,2,TRW,1998,610,1998-06-13T08:00:00Z,NA
0.61,1,1,1,1,TRW,1998,610,1998-01-24T09:00:00Z,NA
9.62,2,1,1,1,HAL,1998,610,1998-02-28T09:00:00Z,NA
0.33,1,1,1,1,HAL,1998,650,1998-01-17T09:00:00Z,NA
1.53,1,1,1,1,HAL,1998,659,1998-01-17T09:00:00Z,NA
0.86,8,3,3,2,HAL,1998,659,1998-08-08T08:00:00Z,NA
1.53,6,3,2,2,HAL,1998,640,1998-06-13T08:00:00Z,NA
0.64,7,3,3,2,HAL,1998,640,1998-07-04T08:00:00Z,NA
1.27,4,2,2,1,HAL,1998,630,1998-04-04T09:00:00Z,NA
143.45,1,1,1,1,HAL,1998,630,1998-01-10T09:00:00Z,NA
0.28,2,1,1,1,HAL,1998,620,1998-02-07T09:00:00Z,NA
760.59,4,2,2,1,TRW,1998,620,1998-04-11T08:00:00Z,NA
0.89,1,1,1,1,TRW,1998,649,1998-01-24T09:00:00Z,NA
9.5,10,4,4,3,TRW,1998,620,1998-10-31T09:00:00Z,NA
0.01,4,2,2,1,POT,1998,640,1998-04-04T09:00:00Z,NA
8.71,4,2,2,1,TRW,1998,630,1998-04-04T09:00:00Z,NA
448.32,2,1,1,1,HAL,1998,610,1998-02-07T09:00:00Z,NA
2.09,7,3,3,2,HAL,1998,610,1998-07-04T08:00:00Z,NA
154.66,2,1,1,1,POT,1998,610,1998-02-28T09:00:00Z,NA
4.51,9,4,3,3,TRW,1998,610,1998-09-26T08:00:00Z,NA
31.24,4,2,2,1,TRW,1998,630,1998-04-04T09:00:00Z,NA
17.37,7,3,3,2,TRW,1998,610,1998-07-18T08:00:00Z,NA
3.96,10,4,4,3,HAL,1998,610,1998-10-17T08:00:00Z,NA
0.21,7,3,3,2,HAL,1998,640,1998-07-25T08:00:00Z,NA
0.28,7,3,3,2,HAL,1998,640,1998-07-25T08:00:00Z,NA
35.14,8,3,3,2,TRW,1998,620,1998-08-08T08:00:00Z,NA
1.08,3,2,1,1,TRW,1998,630,1998-03-28T09:00:00Z,NA
0,5,3,2,2,HAL,1998,659,1998-05-16T08:00:00Z,NA
0.45,9,4,3,3,HAL,1998,659,1998-09-26T08:00:00Z,NA
0.4,1,1,1,1,POT,1998,620,1998-01-03T09:00:00Z,NA
94.99,1,1,1,1,POT,1998,630,1998-01-03T09:00:00Z,NA
53.14,4,2,2,1,TRW,1998,620,1998-04-11T08:00:00Z,NA
4.63,10,4,4,3,TRW,1998,610,1998-10-17T08:00:00Z,NA
79.44,1,1,1,1,HAL,1998,630,1998-01-03T09:00:00Z,NA
0.08,7,3,3,2,HAL,1998,659,1998-07-04T08:00:00Z,NA
0.3,11,5,4,3,HAL,1998,650,1998-11-21T09:00:00Z,NA
0.07,2,1,1,1,HAL,1998,650,1998-02-14T09:00:00Z,NA
0.07,5,3,2,2,JIG,1998,650,1998-05-30T08:00:00Z,NA
0.01,4,2,2,1,HAL,1998,620,1998-04-18T08:00:00Z,NA
2.14,2,1,1,1,HAL,1998,649,1998-02-07T09:00:00Z,NA
0.9,1,1,1,1,HAL,1998,649,1998-01-31T09:00:00Z,NA
3.32,10,4,4,3,HAL,1998,650,1998-10-10T08:00:00Z,NA
13.83,2,1,1,1,POT,1998,649,1998-02-28T09:00:00Z,NA
0.01,2,1,1,1,POT,1998,649,1998-02-28T09:00:00Z,NA
0.06,5,3,2,2,HAL,1998,620,1998-05-02T08:00:00Z,NA
1.04,8,3,3,2,HAL,1998,659,1998-08-22T08:00:00Z,NA
0.06,10,4,4,3,HAL,1998,640,1998-10-03T08:00:00Z,NA
2.39,5,3,2,2,HAL,1998,620,1998-05-23T08:00:00Z,NA
28.32,5,3,2,2,HAL,1998,620,1998-05-30T08:00:00Z,NA
0.02,7,3,3,2,HAL,1998,659,1998-07-11T08:00:00Z,NA
0.55,11,5,4,3,HAL,1998,610,1998-11-14T09:00:00Z,NA
2465.26,3,2,1,1,TRW,1999,610,1999-03-13T09:00:00Z,NA
4255.94,3,2,1,1,TRW,1999,610,1999-03-06T09:00:00Z,NA
1182.71,4,2,2,1,HAL,1999,610,1999-04-24T08:00:00Z,NA
137.02,7,3,3,2,TRW,1999,630,1999-07-10T08:00:00Z,NA
1247.63,3,2,1,1,TRW,1999,630,1999-03-20T09:00:00Z,NA
33.55,7,3,3,2,TRW,1999,630,1999-07-10T08:00:00Z,NA
163.55,6,3,2,2,POT,1999,610,1999-06-12T08:00:00Z,NA
92.07,4,2,2,1,POT,1999,610,1999-04-24T08:00:00Z,NA
47.23,7,3,3,2,TRW,1999,630,1999-07-24T08:00:00Z,NA
49.09,4,2,2,1,TRW,1999,630,1999-04-17T08:00:00Z,NA
